word,original_forms,length,frequency,log_frequency,predictability,skip_probability,total_occurrences
rither,Rither,6,1.0,0.0,0.00010000000000000003,0.16666666666666666,12
figures,figures,7,18.61000000000001,1.2697463731307677,9.999999999999999e-05,0.16666666666666666,24
johnson,"Johnson,",7,30.31,1.4815859363676223,0.00010000000000000003,0.16666666666666666,12
scripts,scripts,7,2.3299999999999996,0.36735592102601894,0.00010000000000000003,0.16666666666666666,12
field,field,5,70.20000000000002,1.8463371121298058,0.000936076413180024,0.16666666666666666,12
boxer,boxer,5,3.840000000000001,0.5843312243675306,0.00010000000000000003,0.16666666666666666,12
balboa,Balboa,6,4.47,0.6503075231319365,0.00010000000000000003,0.16666666666666666,12
intelligence,"Intelligence, intelligence",12,19.269999999999992,1.2848817146554534,9.999999999999994e-05,0.16666666666666666,36
millicent,Millicent,9,1.0,0.0,0.00010000000000000003,0.16666666666666666,12
suddenly,suddenly,8,55.96,1.7478777058197894,0.00010000000000000003,0.16666666666666666,12
quest,quest,5,6.4099999999999975,0.8068580295188176,0.00010000000000000003,0.16666666666666666,12
assigned,assigned,8,12.120000000000003,1.083502619830267,0.00010000000000000003,0.16666666666666666,12
hardware,Hardware,8,6.82,0.8337843746564791,0.00010000000000000003,0.16666666666666666,12
defeated,defeated,8,5.569999999999997,0.7458551951737286,0.0010005253566207825,0.16666666666666666,24
investment,investment,10,9.75,0.9890046156985369,0.00010000000000000003,0.16666666666666666,12
universities,universities,12,1.3900000000000003,0.14301480025409502,0.00010000000000000003,0.16666666666666666,12
bridges,"bridges,",7,4.8999999999999995,0.6901960800285137,0.00010000000000000003,0.16666666666666666,12
1831,"1831,",4,1.0,0.0,0.00010000000000000003,0.16666666666666666,12
successively,successively,12,0.019999999999999997,-1.6989700043360187,0.00010000000000000003,0.16666666666666666,12
developing,developing,10,5.61,0.7489628612561613,0.00010000000000000003,0.16666666666666666,12
relation,relation,8,4.119999999999999,0.6148972160331346,0.00012091764347129285,0.16666666666666666,12
worked,worked,6,115.23999999999985,2.0616032496083774,0.0007542165547901066,0.16666666666666666,48
products,Products,8,6.120000000000002,0.7867514221455613,0.00015403927771672407,0.16666666666666666,24
situation,situation,9,82.49,1.9164013036038758,0.00016553474620304676,0.16666666666666666,12
classmates,classmates,10,2.6299999999999994,0.419955748489758,0.00010000000000000003,0.16666666666666666,12
struck,struck,6,16.199999999999996,1.2095150145426312,0.0004548523690153968,0.16666666666666666,12
naming,naming,6,2.14,0.3304137733491909,0.00010000000000000003,0.16666666666666666,12
playing,playing,7,147.34999999999997,2.1683501401859435,0.0001264501533495496,0.16666666666666666,12
strongly,strongly,8,6.709999999999998,0.8267225201689924,0.0001318012649636695,0.16666666666666666,12
venerable,venerable,9,0.27,-0.5686362358410125,0.00010000000000000003,0.16666666666666666,12
based,(based,5,26.61000000000001,1.425044874551389,0.00010000000000000003,0.16666666666666666,12
braintree,"Braintree,",9,1.0,0.0,9.999999999999999e-05,0.16666666666666666,24
meeting,meeting,7,132.38999999999996,2.1218551821668545,0.00015863746511125316,0.16666666666666666,12
commanded,commanded,9,1.67,0.22271647114758328,0.00010000000000000003,0.16666666666666666,12
cairo,Cairo,5,2.6700000000000004,0.426511261364575,0.00010000000000000003,0.16666666666666666,12
character,character,9,38.159999999999975,1.5816083660320575,9.999999999999999e-05,0.16666666666666666,24
douglas,Douglas,7,7.1599999999999975,0.8549130223078555,0.00010000000000000003,0.16666666666666666,12
spain,Spain,5,11.0,1.0413926851582251,0.00010000000000000003,0.16666666666666666,12
division,"division,",8,18.550000000000004,1.2683439139510644,0.00010000000000000003,0.16666666666666666,12
columbus,"Columbus, Columbus,",8,4.960000000000002,0.6954816764901971,9.999999999999999e-05,0.16666666666666666,48
defeating,defeating,9,0.59,-0.2291479883578558,0.00010000000000000003,0.16666666666666666,12
negotiated,negotiated,10,1.3100000000000003,0.11727129565576423,0.00010000000000000003,0.16666666666666666,12
official,official,8,24.0,1.3802112417116061,0.00010000000000000003,0.16666666666666666,12
lightning,Lightning,9,14.14,1.1504494094608808,0.00010000000000000003,0.16666666666666666,12
managing,managing,8,3.39,0.5301996982030823,0.00010000000000000003,0.16666666666666666,12
1802,"1802), 1802.",4,1.0,0.0,9.999999999999999e-05,0.16666666666666666,24
1942,"1942, 1942.",4,1.0,0.0,9.999999999999999e-05,0.16666666666666666,24
early,early,5,108.03999999999998,2.033584575515413,0.0004026672014828831,0.16666666666666666,24
members,members,7,24.0,1.3802112417116061,0.00019714199662493047,0.16666666666666666,24
rubber,Rubber,6,14.0,1.146128035678238,0.00010000000000000003,0.16666666666666666,12
lieutenant,"Lieutenant, lieutenant",10,104.03999999999998,2.0172003435238346,0.006798158361536355,0.16666666666666666,24
watched,watched,7,26.53,1.4237372499823293,0.00010000000000000003,0.16666666666666666,12
wisconsin,Wisconsin,9,4.509999999999999,0.6541765418779606,0.00010000000000000003,0.16666666666666666,12
extensively,extensively,11,0.6100000000000001,-0.2146701649892329,0.00010000000000000003,0.16666666666666666,12
served,served,6,19.75,1.2955670999624804,0.0013657458785713914,0.1623931623931624,117
between,"Between, between",7,175.13999999999987,2.2433853453716583,0.0004350806169235431,0.15492957746478872,71
serving,serving,7,11.69000000000002,1.067814511161841,0.00010000000000000009,0.1527777777777778,72
winthrop,"Winthrop, Winthrop,",8,1.0,0.0,8.135593220338982e-05,0.15254237288135594,59
although,"Although, although",8,42.01999999999999,1.6234560480699343,5.2173913043478256e-05,0.15217391304347827,46
columbia,"Columbia, Columbia,",8,4.879999999999997,0.6884198220027108,5.2173913043478256e-05,0.15217391304347827,46
timothy,Timothy,7,3.450000000000002,0.5378190950732743,3.333333333333334e-05,0.15151515151515152,33
fleming,Fleming,7,4.45,0.6483600109809314,9.999999999999995e-05,0.15151515151515152,33
become,become,6,115.56999999999992,2.06284511327705,0.00022971774971803852,0.15,60
another,"Another, another",7,509.22000000000025,2.706905452560295,0.00023899607790050346,0.14893617021276595,47
other,"Other, other",5,735.3899999999998,2.866517719938135,0.0004383920434948415,0.14705882352941177,34
republican,"(Republican,, Republican",10,4.039999999999999,0.6063813651106046,9.999999999999999e-05,0.14583333333333334,48
baels,"Baels, Baels,",5,1.0,0.0,9.999999999999994e-05,0.14285714285714285,35
england,"England, England,, England.",7,35.21999999999993,1.5467893516312579,0.00012074011477742919,0.14285714285714285,105
connecticut,"Connecticut, Connecticut),, Connecticut., Connecticut;",11,6.3299999999999965,0.8014037100173543,0.00010000000000000007,0.14084507042253522,71
reelection,"re-election, re-election,, reelection",10,0.6099999999999998,-0.2146701649892329,9.999999999999994e-05,0.1388888888888889,36
samuel,Samuel,6,6.75,0.8293037728310252,9.999999999999994e-05,0.1388888888888889,36
manager,"manager, manager.",7,39.960000000000015,1.601625479553945,0.008715411435872563,0.1388888888888889,36
elliot,Elliot,6,1.0,0.0,9.999999999999994e-05,0.1388888888888889,36
campaign,"Campaign, campaign, campaign,",8,16.779999999999987,1.224791956492681,9.999999999999994e-05,0.1388888888888889,36
edsels,Edsel's,6,1.0,0.0,0.0,0.13636363636363635,22
soldier,"soldier, soldier.",7,38.91999999999999,1.5901728315963135,0.0,0.13636363636363635,22
boone,"Boone,, Boone.",5,1.0,0.0,5.0000000000000016e-05,0.13636363636363635,22
quadricycle,"Quadricycle, Quadricycle,",11,1.0,0.0,0.0,0.13636363636363635,22
experiments,experiments,11,6.569999999999997,0.8175653695597805,0.0,0.13636363636363635,22
ireland,"Ireland),, Ireland.",7,0.4299999999999999,-0.3665315444204136,0.0,0.13636363636363635,22
theoretical,"Theoretical, theoretical",11,1.8599999999999997,0.2695129442179163,0.0001,0.13636363636363635,22
grandmother,"grandmother, grandmother,",11,27.779999999999987,1.4437322414015972,5.217391304347828e-05,0.13043478260869565,23
men,"men, men.",3,372.76000000000016,2.5714293030614908,0.0016299943750281935,0.13043478260869565,23
emigrated,emigrated,9,0.29,-0.5376020021010443,0.0001,0.13043478260869565,23
1994,"(1994)., 1994",4,1.0,0.0,5.217391304347828e-05,0.13043478260869565,23
pastor,"Pastor., pastor",6,4.290000000000002,0.6324572921847245,5.217391304347828e-05,0.13043478260869565,23
appearances,appearances,11,3.060000000000002,0.4857214264815798,0.0058694396658026575,0.13043478260869565,46
training,training,8,35.13999999999999,1.5458017571592757,5.217391304347828e-05,0.13043478260869565,23
massachusetts,"Massachusetts, Massachusetts), Massachusetts.",13,4.160000000000007,0.6190933306267415,8.829787234042559e-05,0.1276595744680851,94
generation,"""generation,"", Generation.",10,12.139999999999993,1.084218686739238,9.999999999999999e-05,0.125,24
kennebunkport,"Kennebunkport,",13,1.0,0.0,9.999999999999999e-05,0.125,24
praised,"praised, praised.",7,1.7100000000000006,0.23299611039215382,9.999999999999999e-05,0.125,24
i,"I,, I.",1,39971.159999999974,4.601746752070178,9.999999999999999e-05,0.125,48
attending,attending,9,7.139999999999996,0.8536982117761741,9.999999999999999e-05,0.125,24
coppola,"Coppola, Coppola.",7,1.0,0.0,9.999999999999999e-05,0.125,24
annie,Annie,5,34.69000000000002,1.5402042998420598,9.999999999999999e-05,0.125,24
1923,"1923, 1923,",4,1.0,0.0,9.999999999999999e-05,0.125,24
bachelor,Bachelor,8,9.879999999999997,0.9947569445876282,9.999999999999999e-05,0.125,24
medal,"Medal, Medal.",5,11.569999999999995,1.0633333589517493,9.999999999999999e-05,0.125,24
wells,Wells,5,9.409999999999998,0.9735896234272564,9.999999999999999e-05,0.125,24
military,military,8,41.24,1.6153186566114786,0.0010351167814659989,0.125,24
burroughs,Burroughs,9,0.6500000000000002,-0.18708664335714434,9.999999999999999e-05,0.125,24
revolutionary,"Revolutionary, revolutionary",13,4.39,0.6424645202421216,9.999999999999999e-05,0.125,24
important,important,9,207.59000000000006,2.3172064288998233,0.07240381144038739,0.125,24
arkansas,"Arkansas, Arkansas.",8,2.0,0.3010299956639812,9.999999999999999e-05,0.125,24
created,created,7,23.429999999999996,1.3697722885969628,0.00010318816835916797,0.125,24
1931,"(1931),, 1931,",4,1.0,0.0,9.999999999999999e-05,0.125,24
netherlands,Netherlands,11,0.4100000000000001,-0.38721614328026455,9.999999999999999e-05,0.125,24
service,"Service, service",7,79.92000000000003,1.9026554752179263,0.15148567749077804,0.125,24
1896,"1896, 1896,, 1896.",4,1.0,0.0,6.666666666666667e-05,0.12121212121212122,33
miguel,Miguel,6,1.0,0.0,9.153846153846141e-05,0.11538461538461539,130
scientific,scientific,10,11.370000000000003,1.0557604646877357,9.999999999999994e-05,0.11428571428571428,35
regarded,regarded,8,2.04,0.30963016742589905,0.00015838796581451795,0.11428571428571428,35
awarded,awarded,7,2.4699999999999993,0.39269695325966575,0.0011982046961296706,0.11428571428571428,35
greenwich,"Greenwich, Greenwich,",9,1.649999999999999,0.21748394421390604,9.999999999999994e-05,0.1111111111111111,36
austin,"Austin, Austin.",6,10.290000000000003,1.0124153747624332,9.999999999999994e-05,0.1111111111111111,36
sheldon,"Sheldon, Sheldon.",7,1.0,0.0,9.999999999999994e-05,0.1111111111111111,36
mcnamara,"McNamara, McNamara;",8,1.0,0.0,0.00010000000000000009,0.1111111111111111,72
wuerttemberg,Wuerttemberg,12,1.0,0.0,0.00010000000000000002,0.1111111111111111,9
lovett,"Lovett, Lovett.",6,1.0,0.0,9.999999999999994e-05,0.1111111111111111,36
hutchinson,"Hutchinson, Hutchinson,, Hutchinson.",10,1.0,0.0,5.714285714285712e-05,0.1038961038961039,77
elvis,Elvis,5,10.529999999999982,1.0224283711854854,0.00010000000000000009,0.09722222222222222,72
harriman,"Harriman, Harriman,, Harriman.",8,1.0,0.0,0.00010000000000000006,0.0963855421686747,83
eidgenoessische,Eidgenoessische,15,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
lydia,Lydia,5,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
produced,produced,8,5.25,0.7201593034059569,0.00010000000000000003,0.09090909090909091,11
evolutionary,evolutionary,12,1.18,0.07188200730612536,0.00010000000000000003,0.09090909090909091,11
lieserl,"Lieserl,",7,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
mini,mini,4,3.61,0.5575072019056578,0.00010000000000000003,0.09090909090909091,11
busboy,busboy,6,1.69,0.22788670461367347,0.0,0.09090909090909091,11
banished,banished,8,1.9600000000000006,0.29225607135647597,0.0,0.09090909090909091,11
1920s,"1920s,",5,1.0,0.0,0.0,0.09090909090909091,11
can,can,3,5247.449999999999,3.719948309126273,0.0,0.09090909090909091,11
1999,"1999,",4,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
hermanns,Hermann's,8,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
spoken,Spoken,6,19.84,1.2975416678181602,0.00010000000000000003,0.09090909090909091,11
switzerland,"Switzerland,",11,5.75,0.7596678446896306,0.00010000000000000003,0.09090909090909091,11
representative,"Representative, representative",14,5.290000000000003,0.723455672035186,5.0000000000000016e-05,0.09090909090909091,22
dominique,Dominique,9,1.49,0.17318626841227402,0.00010000000000000003,0.09090909090909091,11
completion,completion,10,1.5500000000000005,0.19033169817029147,0.0,0.09090909090909091,11
offbroadway,Off-Broadway,11,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
statements,statements,10,5.47,0.7379873263334308,0.0,0.09090909090909091,11
artists,Artists,7,8.08,0.9074113607745862,0.0,0.09090909090909091,11
communitys,community's,10,1.0,0.0,0.0,0.09090909090909091,11
1966,1966,4,1.0,0.0,0.0,0.09090909090909091,11
germanys,Germany's,8,1.0,0.0,0.0,0.09090909090909091,11
band,"Band, band",4,53.40999999999999,1.7276225779691365,5.0000000000000016e-05,0.09090909090909091,22
awards,"Awards,",6,4.840000000000001,0.6848453616444125,0.00010000000000000003,0.09090909090909091,11
white,White,5,171.45000000000002,2.2341374894509625,0.0,0.09090909090909091,11
coral,Coral,5,2.3700000000000006,0.3747483460101039,0.0,0.09090909090909091,11
northern,northern,8,7.1,0.8512583487190752,0.0002608597133693961,0.09090909090909091,11
mcmanus,McManus,7,1.0,0.0,0.0,0.09090909090909091,11
1891,"1891,",4,1.0,0.0,0.0,0.09090909090909091,11
2005,2005,4,1.0,0.0,0.0,0.09090909090909091,11
nazi,Nazi,4,6.86,0.8363241157067519,0.0,0.09090909090909091,11
badenwuerttemberg,"Baden-Wuerttemberg,",17,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
resigned,"resigned, resigned,",8,2.7800000000000007,0.4440447959180762,0.00029220164138569305,0.09090909090909091,22
cayuga,Cayuga,6,0.09999999999999999,-1.0,0.0,0.09090909090909091,11
springport,"Springport,",10,1.0,0.0,0.0,0.09090909090909091,22
elementary,elementary,10,4.75,0.6766936096248665,0.00010000000000000003,0.09090909090909091,11
descendant,"descendant,",10,1.08,0.03342375548694974,0.00010000000000000003,0.09090909090909091,11
joffe,"Joffe,",5,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
dock,Dock,4,9.75,0.9890046156985369,0.0,0.09090909090909091,11
frequent,frequent,8,2.75,0.4393326938302628,0.0,0.09090909090909091,11
editor,editor,6,12.409999999999998,1.0937717814987296,0.00010000000000000003,0.09090909090909091,11
halfbrother,half-brother,11,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
quarter,quarter,7,26.020000000000003,1.415307292225567,0.0,0.09090909090909091,11
child,"child,",5,157.65000000000003,2.197693975083923,0.00010000000000000003,0.09090909090909091,11
ranking,ranking,7,1.3900000000000003,0.14301480025409502,0.00010000000000000003,0.09090909090909091,11
diploma,"diploma, diploma.",7,2.5300000000000007,0.40312052117581776,0.0001,0.09090909090909091,22
physics,"Physics, Physics"".",7,9.449999999999996,0.9754318085092631,0.0001,0.09090909090909091,22
gymnasium,Gymnasium,9,1.3900000000000003,0.14301480025409502,0.00010000000000000003,0.09090909090909091,11
amongst,amongst,7,7.14,0.8536982117761742,0.00010000000000000003,0.09090909090909091,11
studio,Studio,6,23.329999999999995,1.3679147387937525,0.0,0.09090909090909091,11
disclose,disclose,8,1.7300000000000002,0.23804610312879546,0.0,0.09090909090909091,11
cincinnatis,Cincinnati's,11,1.0,0.0,0.0,0.09090909090909091,11
evidence,evidence,8,85.0,1.929418925714294,6.821627654704584e-05,0.09090909090909091,22
insistence,insistence,10,0.4100000000000001,-0.38721614328026455,0.0029637931655823245,0.09090909090909091,11
crescentia,Crescentia,10,1.0,0.0,0.0,0.09090909090909091,11
narrating,narrating,9,0.29,-0.537602002101044,0.0,0.09090909090909091,11
represented,represented,11,4.18,0.6211762817750353,0.00010000000000000003,0.09090909090909091,11
yet,yet,3,341.73,2.533683106579122,0.00010000000000000003,0.09090909090909091,11
childrens,children's,9,1.0,0.0,0.0,0.09090909090909091,11
cottons,Cotton's,7,0.12000000000000002,-0.920818753952375,0.00010000000000000003,0.09090909090909091,11
greatgreatgreatgreatgreat,great-great-great-great-great,25,1.0,0.0,0.0,0.09090909090909091,11
laplante,"LaPlante,",8,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
leopold,Leopold,7,1.0,0.0,0.01525439705566371,0.09090909090909091,11
morganatic,morganatic,10,1.0,0.0,0.00010000000000000003,0.09090909090909091,11
backing,backing,7,6.3500000000000005,0.8027737252919759,0.0,0.09090909090909091,11
defied,Defied,6,1.0399999999999998,0.01703333929878037,0.00010000000000000003,0.09090909090909091,11
alexander,Alexander,9,9.509999999999996,0.978180516937414,3.5294117647058834e-05,0.08823529411764706,34
politics,"politics, politics.",8,16.57,1.2193225084193366,3.5294117647058834e-05,0.08823529411764706,34
buried,buried,6,34.080000000000005,1.5324995860946626,0.0001,0.08695652173913043,23
production,"Production""., production",10,12.650000000000002,1.102090525511837,0.14353879148839532,0.08695652173913043,23
michael,Michael,7,198.32999999999996,2.297388411880626,5.217391304347828e-05,0.08695652173913043,23
officer,"officer, officer.",7,103.23999999999997,2.0138479958718305,0.0023783472627155154,0.08695652173913043,23
following,"Following, following, following:",9,45.28999999999997,1.6560023206829557,0.00034269558024953084,0.08602150537634409,93
appointed,appointed,9,5.289999999999999,0.723455672035186,0.00033638034635538486,0.08571428571428572,35
society,"Society., society, society.",7,32.919999999999995,1.5174598265402321,9.999999999999994e-05,0.08333333333333333,36
cowboy,cowboy,6,18.979999999999997,1.2782962080912736,0.00010000000000000003,0.08333333333333333,12
memorial,Memorial,8,7.060000000000001,0.848804701051804,0.00010000000000000003,0.08333333333333333,12
vacancy,vacancy,7,0.8800000000000002,-0.055517327849831356,0.0004871821858353497,0.08333333333333333,12
vicepresidential,vice-presidential,16,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
obrien,O'Brien,6,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
maintained,maintained,10,2.2400000000000007,0.3502480183341628,0.00021591174371429016,0.08333333333333333,12
application,application,11,10.0,1.0,0.00016397691202541754,0.08333333333333333,12
autry,"Autry, Autry.",5,1.0,0.0,9.999999999999999e-05,0.08333333333333333,24
abraham,Abraham,7,5.18,0.714329759745233,0.00010000000000000003,0.08333333333333333,12
woolley,"Woolley,",7,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
buckner,"Buckner,",7,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
secularists,Secularists,11,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
montgomery,"Montgomery,",10,6.04,0.7810369386211317,0.00010000000000000003,0.08333333333333333,12
incident,incident,8,17.31,1.2382970678753937,0.00027172463450532425,0.08333333333333333,12
ribicoff,Ribicoff,8,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
compound,compound,8,7.079999999999999,0.8500332576897692,0.00010000000000000003,0.08333333333333333,12
seminary,Seminary,8,1.0399999999999998,0.01703333929878037,0.11153920432257912,0.08333333333333333,12
caraboo,Caraboo,7,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
verdun,Verdun,6,0.12000000000000004,-0.920818753952375,0.00010000000000000003,0.08333333333333333,12
amphibious,Amphibious,10,0.59,-0.2291479883578558,0.00010000000000000003,0.08333333333333333,12
government,"government, government,, government.",10,65.23999999999997,1.8145139523682379,0.0007997441875079507,0.08333333333333333,36
reinhold,Reinhold,8,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
lunar,Lunar,5,2.0599999999999996,0.3138672203691534,0.0004040630970061825,0.08333333333333333,12
chester,"Chester,",7,6.269999999999999,0.7972675408307165,0.00010000000000000003,0.08333333333333333,12
corpus,Corpus,6,1.51,0.17897694729316946,0.00010000000000000003,0.08333333333333333,12
founding,founding,8,1.75,0.24303804868629442,0.00015534088084432203,0.08333333333333333,12
commissioned,commissioned,12,1.41,0.14921911265537988,0.00010000000000000003,0.08333333333333333,12
campaigned,campaigned,10,0.24000000000000007,-0.6197887582883939,0.00010000000000000003,0.08333333333333333,12
chemistry,Chemistry,9,8.67,0.9380190974762104,0.00010000000000000003,0.08333333333333333,12
authority,authority,9,21.220000000000013,1.3267453795653212,0.0022123643305673574,0.08333333333333333,24
state�s,state�s,7,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
instrumental,instrumental,12,1.5300000000000005,0.18469143081759878,9.999999999999999e-05,0.08333333333333333,24
treatise,treatise,8,0.29,-0.537602002101044,0.00010000000000000003,0.08333333333333333,12
1522,1522,4,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
graduate,Graduate,8,12.22,1.0870712059065357,0.00010000000000000003,0.08333333333333333,12
department,department,10,63.840000000000025,1.8050928783426732,0.00010000000000000003,0.08333333333333333,12
labour,Labour,6,3.25,0.5118833609788744,0.00010000000000000003,0.08333333333333333,12
leader,leader,6,31.160000000000007,1.4935974490005268,0.00010000000000000003,0.08333333333333333,12
practice,practice,8,45.69,1.6598211580557052,0.00010000000000000003,0.08333333333333333,12
leftwing,left-wing,8,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
stated,stated,6,3.61,0.5575072019056578,0.00010000000000000003,0.08333333333333333,12
longterm,long-term,8,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
foreshadowed,foreshadowed,12,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
citizen,citizen,7,13.330000000000004,1.1248301494138595,0.00010000000000000003,0.08333333333333333,12
changed,changed,7,100.94000000000001,2.0040633003976676,0.0500108568313482,0.08333333333333333,12
wholesale,wholesale,9,1.67,0.22271647114758328,0.00010000000000000003,0.08333333333333333,12
scholarship,scholarship,11,9.94,0.9973863843973132,0.00010000000000000003,0.08333333333333333,12
rauff,Rauff,5,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
dramatic,dramatic,8,9.78,0.9903388547876015,0.00010000000000000003,0.08333333333333333,12
bowdoin,"Bowdoin,",7,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
analytical,analytical,10,0.59,-0.2291479883578558,0.00010000000000000003,0.08333333333333333,12
conservative,conservative,12,3.7599999999999985,0.575187844927661,0.00010920553535770959,0.08333333333333333,12
parker,"Parker, Parker,",6,21.779999999999987,1.338057875419757,9.999999999999999e-05,0.08333333333333333,24
ivan,Ivan,4,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
lionheart,"Lionheart,",9,0.24000000000000007,-0.6197887582883939,0.00010000000000000003,0.08333333333333333,12
rank,rank,4,8.489999999999998,0.9289076902439528,0.00010000000000000003,0.08333333333333333,12
tworoom,two-room,7,1.0,0.0,0.0006394296865296779,0.08333333333333333,12
branch,branch,6,10.08,1.0034605321095067,0.00010000000000000003,0.08333333333333333,12
latters,latter's,7,1.0,0.0,0.00015446758245191567,0.08333333333333333,12
washington,Washington,10,42.0,1.6232492903979006,0.08115471528664385,0.08333333333333333,12
supply,Supply,6,18.670000000000005,1.2711443179490782,0.00010000000000000003,0.08333333333333333,12
theatre,Theatre,7,11.409999999999998,1.0572856444182148,0.00010000000000000003,0.08333333333333333,12
commented,commented,9,0.33,-0.4814860601221123,0.00010000000000000003,0.08333333333333333,12
invited,invited,7,40.470000000000006,1.6071332043915663,0.00010000000000000003,0.08333333333333333,12
eldest,eldest,6,1.5100000000000005,0.17897694729316938,9.999999999999999e-05,0.08333333333333333,24
dependent,dependent,9,2.2400000000000007,0.3502480183341628,0.00010000000000000003,0.08333333333333333,12
pathology,"pathology,",9,1.43,0.15533603746506183,0.00010000000000000003,0.08333333333333333,12
receive,receive,7,19.449999999999996,1.2889196056617267,0.00010000000000000003,0.08333333333333333,12
pursued,pursued,7,2.14,0.3304137733491909,0.00010000000000000003,0.08333333333333333,12
commission,commission,10,13.78,1.1392492175716067,0.00010000000000000003,0.08333333333333333,12
connections,connections,11,7.900000000000001,0.8976270912904417,0.00010000000000000003,0.08333333333333333,12
flew,flew,4,15.389999999999995,1.187238619831479,0.00045349817275632816,0.08333333333333333,12
words,words,5,122.02,2.086431020656369,0.0008419277044284535,0.08333333333333333,12
comfort,Comfort,7,17.22,1.236033147117636,0.00010000000000000003,0.08333333333333333,12
alabama,"Alabama,, Alabama.",7,4.569999999999998,0.65991620006985,9.999999999999999e-05,0.08333333333333333,24
contains,contains,8,5.1000000000000005,0.7075701760979366,0.0007647067836328232,0.08333333333333333,12
dday,D-Day,4,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
adamsonis,Adams-Onis,9,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
tardieu,Tardieu,7,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
treaty,Treaty,6,4.6899999999999995,0.671172842715083,0.00010000000000000003,0.08333333333333333,12
justitiekansler,"(""Justitiekansler"")",15,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
doctrine,"Doctrine,",8,0.84,-0.07572071393811837,0.00010000000000000003,0.08333333333333333,12
wedgwood,Wedgwood,8,0.14000000000000004,-0.8538719643217619,0.00010000000000000003,0.08333333333333333,12
acquired,acquired,8,4.47,0.6503075231319365,0.0004531972402543127,0.08333333333333333,12
accompanied,accompanied,11,2.0599999999999996,0.3138672203691534,0.00021530987871025943,0.08333333333333333,12
institutions,institutions,12,1.6299999999999992,0.2121876044039577,0.00010000000000000003,0.08333333333333333,12
leiden,Leiden,6,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
previously,previously,10,18.099999999999998,1.2576785748691848,0.0035201513407164893,0.08333333333333333,12
management,management,10,11.650000000000004,1.066325925362038,0.00010000000000000003,0.08333333333333333,12
intend,intend,6,23.199999999999992,1.3654879848908996,0.00662648033052413,0.08333333333333333,12
anticipated,anticipated,11,2.6299999999999994,0.419955748489758,0.00010000000000000003,0.08333333333333333,12
abroad,"abroad,, abroad.",6,4.900000000000002,0.6901960800285137,9.999999999999999e-05,0.08333333333333333,24
curtis,Curtis,6,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
edinburgh,Edinburgh,9,1.51,0.17897694729316946,0.00010000000000000003,0.08333333333333333,12
benton,Benton,6,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
talia,Talia,5,1.0,0.0,9.999999999999999e-05,0.08333333333333333,24
contractors,contractors,11,1.0999999999999999,0.04139268515822508,0.00010000000000000003,0.08333333333333333,12
considered,considered,10,23.180000000000003,1.3651134316275773,0.0016846097651573128,0.08333333333333333,12
newport,"Newport,",7,5.88,0.7693773260761386,0.00010000000000000003,0.08333333333333333,12
obadiah,"Obadiah,",7,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
uncfs,UNCF's,5,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
raymond,Raymond,7,1.0,0.0,9.999999999999999e-05,0.08333333333333333,24
practised,practised,9,0.5700000000000001,-0.24412514432750856,0.00010000000000000003,0.08333333333333333,12
fortunes,fortunes,8,2.5099999999999993,0.399673721481038,0.00010000000000000003,0.08333333333333333,12
democraticrepublican,Democratic-Republican,20,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
enrolled,enrolled,8,1.1200000000000003,0.04921802267018165,0.00021463278058072503,0.08333333333333333,12
louis,"Louis,",5,25.899999999999995,1.413299764081252,0.00010000000000000003,0.08333333333333333,12
